set_id,set_name,card_name,card_number,rarity,market_price,sell_price,profit,image_url
me1,Mega Evolution,Mega Venusaur ex,3,Double Rare,0.86,1.99,0.77,https://images.pokemontcg.io/me1/3_hires.png
me1,Mega Evolution,Mega Camerupt ex,22,Double Rare,0.52,0.99,0.14,https://images.pokemontcg.io/me1/22_hires.png
me1,Mega Evolution,Mega Abomasnow ex,36,Double Rare,0.56,0.99,0.1,https://images.pokemontcg.io/me1/36_hires.png
me1,Mega Evolution,Mega Manectric ex,50,Double Rare,0.61,0.99,0.05,https://images.pokemontcg.io/me1/50_hires.png
me1,Mega Evolution,Mega Gardevoir ex,60,Double Rare,0.66,0.99,0.0,https://images.pokemontcg.io/me1/60_hires.png
me1,Mega Evolution,Mega Lucario ex,77,Double Rare,1.25,1.99,0.38,https://images.pokemontcg.io/me1/77_hires.png
me1,Mega Evolution,Mega Absol ex,86,Double Rare,0.71,0.99,-0.05,https://images.pokemontcg.io/me1/86_hires.png
me1,Mega Evolution,Mega Mawile ex,94,Double Rare,0.6,0.99,0.06,https://images.pokemontcg.io/me1/94_hires.png
me1,Mega Evolution,Mega Latias ex,100,Double Rare,0.57,0.99,0.09,https://images.pokemontcg.io/me1/100_hires.png
me1,Mega Evolution,Mega Kangaskhan ex,104,Double Rare,0.86,1.99,0.77,https://images.pokemontcg.io/me1/104_hires.png
me1,Mega Evolution,Bulbasaur,133,Illustration Rare,20.45,27.99,6.43,https://images.pokemontcg.io/me1/133_hires.png
me1,Mega Evolution,Ivysaur,134,Illustration Rare,19.68,26.99,6.23,https://images.pokemontcg.io/me1/134_hires.png
me1,Mega Evolution,Exeggutor,135,Illustration Rare,3.93,5.99,1.59,https://images.pokemontcg.io/me1/135_hires.png
me1,Mega Evolution,Shuckle,136,Illustration Rare,4.46,6.99,2.03,https://images.pokemontcg.io/me1/136_hires.png
me1,Mega Evolution,Ninjask,137,Illustration Rare,2.94,3.99,0.63,https://images.pokemontcg.io/me1/137_hires.png
me1,Mega Evolution,Vulpix,138,Illustration Rare,13.87,18.99,4.27,https://images.pokemontcg.io/me1/138_hires.png
me1,Mega Evolution,Litleo,139,Illustration Rare,3.06,4.99,1.49,https://images.pokemontcg.io/me1/139_hires.png
me1,Mega Evolution,Snover,140,Illustration Rare,1.86,2.99,0.74,https://images.pokemontcg.io/me1/140_hires.png
me1,Mega Evolution,Clawitzer,141,Illustration Rare,1.56,2.99,1.04,https://images.pokemontcg.io/me1/141_hires.png
me1,Mega Evolution,Inteleon,142,Illustration Rare,2.25,3.99,1.32,https://images.pokemontcg.io/me1/142_hires.png
me1,Mega Evolution,Helioptile,143,Illustration Rare,2.56,3.99,1.01,https://images.pokemontcg.io/me1/143_hires.png
