set_id,set_name,card_name,card_number,rarity,market_price,sell_price,profit,image_url
base5,Team Rocket,Dark Alakazam,1,Rare Holo,139.88,167.99,22.94,https://images.pokemontcg.io/base5/1_hires.png
base5,Team Rocket,Dark Arbok,2,Rare Holo,46.99,56.99,8.05,https://images.pokemontcg.io/base5/2_hires.png
base5,Team Rocket,Dark Blastoise,3,Rare Holo,356.44,427.99,58.84,https://images.pokemontcg.io/base5/3_hires.png
base5,Team Rocket,Dark Dragonite,5,Rare Holo,359.39,431.99,59.77,https://images.pokemontcg.io/base5/5_hires.png
base5,Team Rocket,Dark Dugtrio,6,Rare Holo,64.07,76.99,10.39,https://images.pokemontcg.io/base5/6_hires.png
base5,Team Rocket,Dark Golbat,7,Rare Holo,49.49,59.99,8.46,https://images.pokemontcg.io/base5/7_hires.png
base5,Team Rocket,Dark Gyarados,8,Rare Holo,128.67,154.99,21.53,https://images.pokemontcg.io/base5/8_hires.png
base5,Team Rocket,Dark Hypno,9,Rare Holo,73.77,88.99,12.34,https://images.pokemontcg.io/base5/9_hires.png
base5,Team Rocket,Dark Machamp,10,Rare Holo,83.93,100.99,13.83,https://images.pokemontcg.io/base5/10_hires.png
base5,Team Rocket,Dark Magneton,11,Rare Holo,98.0,117.99,16.27,https://images.pokemontcg.io/base5/11_hires.png
base5,Team Rocket,Dark Slowbro,12,Rare Holo,88.52,106.99,15.07,https://images.pokemontcg.io/base5/12_hires.png
base5,Team Rocket,Dark Vileplume,13,Rare Holo,63.48,76.99,10.98,https://images.pokemontcg.io/base5/13_hires.png
base5,Team Rocket,Dark Weezing,14,Rare Holo,44.46,53.99,7.66,https://images.pokemontcg.io/base5/14_hires.png
base5,Team Rocket,Here Comes Team Rocket!,15,Rare Holo,58.68,70.99,9.95,https://images.pokemontcg.io/base5/15_hires.png
base5,Team Rocket,Rocket's Sneak Attack,16,Rare Holo,41.22,49.99,7.02,https://images.pokemontcg.io/base5/16_hires.png
base5,Team Rocket,Rainbow Energy,17,Rare Holo,45.27,54.99,7.83,https://images.pokemontcg.io/base5/17_hires.png
base5,Team Rocket,Dark Alakazam,18,Rare,27.87,33.99,4.83,https://images.pokemontcg.io/base5/18_hires.png
base5,Team Rocket,Dark Arbok,19,Rare,9.83,11.99,1.51,https://images.pokemontcg.io/base5/19_hires.png
base5,Team Rocket,Dark Blastoise,20,Rare,59.53,71.99,10.07,https://images.pokemontcg.io/base5/20_hires.png
