set_id,set_name,card_name,card_number,rarity,market_price,sell_price,profit,image_url
base2,Jungle,Clefable,1,Rare Holo,80.48,96.99,13.4,https://images.pokemontcg.io/base2/1_hires.png
base2,Jungle,Electrode,2,Rare Holo,52.66,63.99,9.17,https://images.pokemontcg.io/base2/2_hires.png
base2,Jungle,Flareon,3,Rare Holo,163.71,196.99,27.27,https://images.pokemontcg.io/base2/3_hires.png
base2,Jungle,Jolteon,4,Rare Holo,170.9,205.99,28.82,https://images.pokemontcg.io/base2/4_hires.png
base2,Jungle,Kangaskhan,5,Rare Holo,74.92,89.99,12.16,https://images.pokemontcg.io/base2/5_hires.png
base2,Jungle,Mr. Mime,6,Rare Holo,85.3,102.99,14.4,https://images.pokemontcg.io/base2/6_hires.png
base2,Jungle,Nidoqueen,7,Rare Holo,94.35,113.99,16.03,https://images.pokemontcg.io/base2/7_hires.png
base2,Jungle,Pidgeot,8,Rare Holo,131.38,157.99,21.73,https://images.pokemontcg.io/base2/8_hires.png
base2,Jungle,Pinsir,9,Rare Holo,85.53,102.99,14.17,https://images.pokemontcg.io/base2/9_hires.png
base2,Jungle,Scyther,10,Rare Holo,124.62,149.99,20.72,https://images.pokemontcg.io/base2/10_hires.png
base2,Jungle,Snorlax,11,Rare Holo,316.24,379.99,52.43,https://images.pokemontcg.io/base2/11_hires.png
base2,Jungle,Vaporeon,12,Rare Holo,239.19,287.99,40.15,https://images.pokemontcg.io/base2/12_hires.png
base2,Jungle,Venomoth,13,Rare Holo,79.12,94.99,12.82,https://images.pokemontcg.io/base2/13_hires.png
base2,Jungle,Victreebel,14,Rare Holo,96.64,115.99,15.69,https://images.pokemontcg.io/base2/14_hires.png
base2,Jungle,Vileplume,15,Rare Holo,88.2,105.99,14.42,https://images.pokemontcg.io/base2/15_hires.png
base2,Jungle,Wigglytuff,16,Rare Holo,74.67,89.99,12.41,https://images.pokemontcg.io/base2/16_hires.png
base2,Jungle,Clefable,17,Rare,14.74,17.99,2.43,https://images.pokemontcg.io/base2/17_hires.png
base2,Jungle,Electrode,18,Rare,27.55,33.99,5.15,https://images.pokemontcg.io/base2/18_hires.png
base2,Jungle,Flareon,19,Rare,27.96,33.99,4.74,https://images.pokemontcg.io/base2/19_hires.png
base2,Jungle,Jolteon,20,Rare,32.24,38.99,5.32,https://images.pokemontcg.io/base2/20_hires.png
base2,Jungle,Kangaskhan,21,Rare,12.91,15.99,2.32,https://images.pokemontcg.io/base2/21_hires.png
