set_id,set_name,card_name,card_number,rarity,market_price,sell_price,profit,image_url
base6,Legendary Collection,Alakazam,1,Rare Holo,57.6,69.99,10.06,https://images.pokemontcg.io/base6/1_hires.png
base6,Legendary Collection,Articuno,2,Rare Holo,27.05,32.99,4.68,https://images.pokemontcg.io/base6/2_hires.png
base6,Legendary Collection,Charizard,3,Rare Holo,486.99,584.99,80.74,https://images.pokemontcg.io/base6/3_hires.png
base6,Legendary Collection,Dark Blastoise,4,Rare Holo,134.5,161.99,22.49,https://images.pokemontcg.io/base6/4_hires.png
base6,Legendary Collection,Dark Dragonite,5,Rare Holo,204.17,245.99,34.39,https://images.pokemontcg.io/base6/5_hires.png
base6,Legendary Collection,Dark Persian,6,Rare Holo,33.27,39.99,5.26,https://images.pokemontcg.io/base6/6_hires.png
base6,Legendary Collection,Dark Raichu,7,Rare Holo,57.71,69.99,9.95,https://images.pokemontcg.io/base6/7_hires.png
base6,Legendary Collection,Dark Slowbro,8,Rare Holo,35.33,42.99,6.11,https://images.pokemontcg.io/base6/8_hires.png
base6,Legendary Collection,Dark Vaporeon,9,Rare Holo,104.41,125.99,17.63,https://images.pokemontcg.io/base6/9_hires.png
base6,Legendary Collection,Flareon,10,Rare Holo,75.16,90.99,12.89,https://images.pokemontcg.io/base6/10_hires.png
base6,Legendary Collection,Gengar,11,Rare Holo,144.93,173.99,23.71,https://images.pokemontcg.io/base6/11_hires.png
base6,Legendary Collection,Gyarados,12,Rare Holo,44.53,53.99,7.59,https://images.pokemontcg.io/base6/12_hires.png
base6,Legendary Collection,Hitmonlee,13,Rare Holo,32.33,38.99,5.23,https://images.pokemontcg.io/base6/13_hires.png
base6,Legendary Collection,Jolteon,14,Rare Holo,66.24,79.99,11.13,https://images.pokemontcg.io/base6/14_hires.png
base6,Legendary Collection,Machamp,15,Rare Holo,51.5,61.99,8.39,https://images.pokemontcg.io/base6/15_hires.png
base6,Legendary Collection,Muk,16,Rare Holo,17.25,20.99,2.83,https://images.pokemontcg.io/base6/16_hires.png
base6,Legendary Collection,Ninetales,17,Rare Holo,67.49,80.99,10.85,https://images.pokemontcg.io/base6/17_hires.png
base6,Legendary Collection,Venusaur,18,Rare Holo,90.96,109.99,15.54,https://images.pokemontcg.io/base6/18_hires.png
base6,Legendary Collection,Zapdos,19,Rare Holo,33.53,40.99,5.97,https://images.pokemontcg.io/base6/19_hires.png
base6,Legendary Collection,Beedrill,20,Rare,4.91,5.99,0.61,https://images.pokemontcg.io/base6/20_hires.png
base6,Legendary Collection,Butterfree,21,Rare,6.84,8.99,1.59,https://images.pokemontcg.io/base6/21_hires.png
base6,Legendary Collection,Electrode,22,Rare,3.35,4.99,1.2,https://images.pokemontcg.io/base6/22_hires.png
base6,Legendary Collection,Exeggutor,23,Rare,4.03,4.99,0.52,https://images.pokemontcg.io/base6/23_hires.png
base6,Legendary Collection,Golem,24,Rare,3.68,4.99,0.87,https://images.pokemontcg.io/base6/24_hires.png
base6,Legendary Collection,Hypno,25,Rare,6.44,7.99,1.02,https://images.pokemontcg.io/base6/25_hires.png
base6,Legendary Collection,Jynx,26,Rare,5.5,6.99,0.99,https://images.pokemontcg.io/base6/26_hires.png
base6,Legendary Collection,Kabutops,27,Rare,9.7,11.99,1.64,https://images.pokemontcg.io/base6/27_hires.png
base6,Legendary Collection,Magneton,28,Rare,2.58,3.99,0.99,https://images.pokemontcg.io/base6/28_hires.png
base6,Legendary Collection,Mewtwo,29,Rare,41.35,49.99,6.89,https://images.pokemontcg.io/base6/29_hires.png
base6,Legendary Collection,Moltres,30,Rare,12.67,15.99,2.56,https://images.pokemontcg.io/base6/30_hires.png
base6,Legendary Collection,Nidoking,31,Rare,12.3,14.99,1.96,https://images.pokemontcg.io/base6/31_hires.png
base6,Legendary Collection,Nidoqueen,32,Rare,11.91,14.99,2.35,https://images.pokemontcg.io/base6/32_hires.png
base6,Legendary Collection,Pidgeot,33,Rare,7.53,9.99,1.87,https://images.pokemontcg.io/base6/33_hires.png
base6,Legendary Collection,Pidgeotto,34,Rare,8.13,9.99,1.27,https://images.pokemontcg.io/base6/34_hires.png
base6,Legendary Collection,Rhydon,35,Rare,7.82,9.99,1.58,https://images.pokemontcg.io/base6/35_hires.png
base6,Legendary Collection,Arcanine,36,Uncommon,4.18,5.99,1.34,https://images.pokemontcg.io/base6/36_hires.png
base6,Legendary Collection,Charmeleon,37,Uncommon,1.66,2.99,0.94,https://images.pokemontcg.io/base6/37_hires.png
base6,Legendary Collection,Dark Dragonair,38,Uncommon,3.96,4.99,0.59,https://images.pokemontcg.io/base6/38_hires.png
base6,Legendary Collection,Dark Wartortle,39,Uncommon,2.58,3.99,0.99,https://images.pokemontcg.io/base6/39_hires.png
